ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode,timestamp,date,hour,day_of_week,month,year,seconds_played,minutes_played,artist_name,track_name,album_name
2024-05-29T07:25:44Z,ios,157200,US,12.20.83.2,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1716967387.0,False,2024-05-29 07:25:44+00:00,2024-05-29,7,Wednesday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-29T07:28:22Z,ios,157200,US,12.20.83.2,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1716967544.0,False,2024-05-29 07:28:22+00:00,2024-05-29,7,Wednesday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-29T07:31:00Z,ios,157200,US,12.20.83.2,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1716967702.0,False,2024-05-29 07:31:00+00:00,2024-05-29,7,Wednesday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-29T08:12:53Z,ios,222496,US,12.20.83.2,Bad Habits (feat. Tion Wayne & Central Cee) [Fumez The Engineer Remix],Ed Sheeran,Bad Habits (feat. Tion Wayne & Central Cee) [Fumez The Engineer Remix],spotify:track:0VcgLoEMA06AKqPxxj2YQs,,,,,,,,clickrow,trackdone,False,False,False,1716970151.0,False,2024-05-29 08:12:53+00:00,2024-05-29,8,Wednesday,5,2024,222.496,3.708266666666667,Ed Sheeran,Bad Habits (feat. Tion Wayne & Central Cee) [Fumez The Engineer Remix],Bad Habits (feat. Tion Wayne & Central Cee) [Fumez The Engineer Remix]
2024-05-29T14:24:47Z,ios,119164,US,12.20.83.2,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,clickrow,unexpected-exit-while-paused,False,False,False,1716970388.0,False,2024-05-29 14:24:47+00:00,2024-05-29,14,Wednesday,5,2024,119.164,1.9860666666666666,Ayra Starr,Commas,Commas
2024-05-29T14:27:41Z,ios,157200,US,2607:fb91:20c2:146:4020:d464:d93e:d45a,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,appload,trackdone,False,False,False,1716992688.0,False,2024-05-29 14:27:41+00:00,2024-05-29,14,Wednesday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-29T14:30:19Z,ios,157200,US,2607:fb91:20c2:146:4020:d464:d93e:d45a,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1716992861.0,False,2024-05-29 14:30:19+00:00,2024-05-29,14,Wednesday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-29T14:32:57Z,ios,157200,US,172.56.208.64,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1716993019.0,False,2024-05-29 14:32:57+00:00,2024-05-29,14,Wednesday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-29T14:35:34Z,ios,157200,US,2607:fb91:20c2:146:4020:d464:d93e:d45a,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1716993177.0,False,2024-05-29 14:35:34+00:00,2024-05-29,14,Wednesday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-29T14:38:12Z,ios,157200,US,2607:fb91:20c2:146:4020:d464:d93e:d45a,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1716993334.0,False,2024-05-29 14:38:12+00:00,2024-05-29,14,Wednesday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-29T14:40:50Z,ios,157200,US,2607:fb91:20c2:146:4020:d464:d93e:d45a,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1716993492.0,False,2024-05-29 14:40:50+00:00,2024-05-29,14,Wednesday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-29T14:43:27Z,ios,157200,US,2607:fb91:20c2:146:4020:d464:d93e:d45a,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1716993650.0,False,2024-05-29 14:43:27+00:00,2024-05-29,14,Wednesday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-29T14:46:05Z,ios,157200,US,2607:fb91:20c2:146:4020:d464:d93e:d45a,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1716993807.0,False,2024-05-29 14:46:05+00:00,2024-05-29,14,Wednesday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-29T14:48:43Z,ios,157200,US,2607:fb91:20c2:146:4020:d464:d93e:d45a,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1716993965.0,False,2024-05-29 14:48:43+00:00,2024-05-29,14,Wednesday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-29T14:51:21Z,ios,157200,US,2607:fb91:20c2:146:4020:d464:d93e:d45a,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1716994123.0,False,2024-05-29 14:51:21+00:00,2024-05-29,14,Wednesday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-29T15:10:40Z,ios,157200,US,2607:fb91:20c2:146:4020:d464:d93e:d45a,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1716994281.0,False,2024-05-29 15:10:40+00:00,2024-05-29,15,Wednesday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-29T15:13:18Z,ios,157200,US,2607:fb91:20c2:146:4020:d464:d93e:d45a,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1716995440.0,False,2024-05-29 15:13:18+00:00,2024-05-29,15,Wednesday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-29T15:15:56Z,ios,157200,US,2607:fb91:20c2:146:4020:d464:d93e:d45a,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1716995598.0,False,2024-05-29 15:15:56+00:00,2024-05-29,15,Wednesday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-29T21:27:44Z,ios,70284,US,2607:fb90:8763:7dfa:84d2:5c11:e5d3:6c05,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,unexpected-exit-while-paused,False,False,False,1716995756.0,False,2024-05-29 21:27:44+00:00,2024-05-29,21,Wednesday,5,2024,70.284,1.1714,Ayra Starr,Commas,Commas
2024-05-29T21:30:31Z,ios,158720,US,2607:fb91:20cc:8bfe:3826:5220:ee:f057,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,appload,trackdone,False,False,True,1717018073.0,False,2024-05-29 21:30:31+00:00,2024-05-29,21,Wednesday,5,2024,158.72,2.6453333333333333,Ayra Starr,Commas,Commas
2024-05-29T22:29:22Z,ios,157200,US,2607:fb91:20e3:818:7d61:217d:97bb:f167,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717018231.0,False,2024-05-29 22:29:22+00:00,2024-05-29,22,Wednesday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-29T22:31:59Z,ios,157200,US,2607:fb91:20e3:818:7d61:217d:97bb:f167,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717021762.0,False,2024-05-29 22:31:59+00:00,2024-05-29,22,Wednesday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-29T22:34:37Z,ios,157200,US,2607:fb91:20e3:818:7d61:217d:97bb:f167,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717021919.0,False,2024-05-29 22:34:37+00:00,2024-05-29,22,Wednesday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-29T22:37:15Z,ios,157200,US,2607:fb91:20e3:818:7d61:217d:97bb:f167,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717022077.0,False,2024-05-29 22:37:15+00:00,2024-05-29,22,Wednesday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-29T22:42:03Z,ios,157200,US,2607:fb91:20e3:818:7d61:217d:97bb:f167,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717022235.0,False,2024-05-29 22:42:03+00:00,2024-05-29,22,Wednesday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T00:10:14Z,ios,157200,US,2607:fb91:20c2:ecb5:512f:6cf9:e4ab:ab2d,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717022523.0,False,2024-05-30 00:10:14+00:00,2024-05-30,0,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T00:12:51Z,ios,157200,US,2607:fb91:20c2:ecb5:512f:6cf9:e4ab:ab2d,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717027814.0,False,2024-05-30 00:12:51+00:00,2024-05-30,0,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T00:15:29Z,ios,157200,US,2607:fb91:20c2:ecb5:512f:6cf9:e4ab:ab2d,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717027971.0,False,2024-05-30 00:15:29+00:00,2024-05-30,0,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T00:18:07Z,ios,157200,US,2607:fb91:20c2:ecb5:512f:6cf9:e4ab:ab2d,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717028129.0,False,2024-05-30 00:18:07+00:00,2024-05-30,0,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T00:20:44Z,ios,157200,US,172.56.209.125,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717028287.0,False,2024-05-30 00:20:44+00:00,2024-05-30,0,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T00:26:02Z,ios,148693,US,2607:fb91:20c2:ecb5:512f:6cf9:e4ab:ab2d,Kwaku The Traveller,Black Sherif,The Villain I Never Was,spotify:track:2LqvzGaZniHiZ9CXhzkclD,,,,,,,,clickrow,endplay,False,True,False,1717028462.0,False,2024-05-30 00:26:02+00:00,2024-05-30,0,Thursday,5,2024,148.693,2.478216666666667,Black Sherif,Kwaku The Traveller,The Villain I Never Was
2024-05-30T00:28:38Z,ios,157200,US,172.56.209.71,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,clickrow,trackdone,False,False,False,1717028762.0,False,2024-05-30 00:28:38+00:00,2024-05-30,0,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T00:31:16Z,ios,157200,US,172.56.209.71,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717028918.0,False,2024-05-30 00:31:16+00:00,2024-05-30,0,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T00:33:53Z,ios,157200,US,2607:fb91:20c2:ecb5:512f:6cf9:e4ab:ab2d,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717029076.0,False,2024-05-30 00:33:53+00:00,2024-05-30,0,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T00:36:31Z,ios,157200,US,172.56.208.14,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717029233.0,False,2024-05-30 00:36:31+00:00,2024-05-30,0,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T00:39:09Z,ios,157200,US,172.56.208.14,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717029391.0,False,2024-05-30 00:39:09+00:00,2024-05-30,0,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T00:42:10Z,ios,180304,US,2607:fb91:20c1:99a7:4dc:1b27:27fa:6934,Beautiful Things,Benson Boone,Beautiful Things,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,,,,,,,,clickrow,trackdone,False,False,False,1717029550.0,False,2024-05-30 00:42:10+00:00,2024-05-30,0,Thursday,5,2024,180.304,3.0050666666666666,Benson Boone,Beautiful Things,Beautiful Things
2024-05-30T00:45:11Z,ios,180304,US,2607:fb91:20c1:99a7:4dc:1b27:27fa:6934,Beautiful Things,Benson Boone,Beautiful Things,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,,,,,,,,trackdone,trackdone,False,False,False,1717029730.0,False,2024-05-30 00:45:11+00:00,2024-05-30,0,Thursday,5,2024,180.304,3.0050666666666666,Benson Boone,Beautiful Things,Beautiful Things
2024-05-30T00:45:46Z,ios,34700,US,2607:fb91:20c1:99a7:4dc:1b27:27fa:6934,Beautiful Things,Benson Boone,Beautiful Things,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,,,,,,,,trackdone,endplay,False,True,False,1717029911.0,False,2024-05-30 00:45:46+00:00,2024-05-30,0,Thursday,5,2024,34.7,0.5783333333333334,Benson Boone,Beautiful Things,Beautiful Things
2024-05-30T00:48:23Z,ios,157200,US,2607:fb91:20c1:99a7:4dc:1b27:27fa:6934,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,clickrow,trackdone,False,False,False,1717029946.0,False,2024-05-30 00:48:23+00:00,2024-05-30,0,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T00:51:01Z,ios,157200,US,2607:fb91:20c1:99a7:4dc:1b27:27fa:6934,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717030103.0,False,2024-05-30 00:51:01+00:00,2024-05-30,0,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T00:53:38Z,ios,157200,US,2607:fb91:20c1:99a7:4dc:1b27:27fa:6934,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717030261.0,False,2024-05-30 00:53:38+00:00,2024-05-30,0,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T00:58:20Z,ios,280878,US,2607:fb91:20c1:99a7:4dc:1b27:27fa:6934,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717030418.0,False,2024-05-30 00:58:20+00:00,2024-05-30,0,Thursday,5,2024,280.878,4.681299999999999,Ayra Starr,Commas,Commas
2024-05-30T01:00:57Z,ios,157200,US,2607:fb91:20c1:99a7:4dc:1b27:27fa:6934,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717030700.0,False,2024-05-30 01:00:57+00:00,2024-05-30,1,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T01:03:38Z,ios,157200,US,136.24.106.5,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717030857.0,False,2024-05-30 01:03:38+00:00,2024-05-30,1,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T01:06:15Z,ios,157200,US,136.24.106.5,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717031018.0,False,2024-05-30 01:06:15+00:00,2024-05-30,1,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T01:08:53Z,ios,157200,US,136.24.106.5,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717031175.0,False,2024-05-30 01:08:53+00:00,2024-05-30,1,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T01:11:31Z,ios,157200,US,136.24.106.5,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717031333.0,False,2024-05-30 01:11:31+00:00,2024-05-30,1,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T01:12:45Z,ios,72466,US,136.24.106.5,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackerror,False,False,False,1717031491.0,False,2024-05-30 01:12:45+00:00,2024-05-30,1,Thursday,5,2024,72.466,1.2077666666666667,Ayra Starr,Commas,Commas
2024-05-30T01:14:14Z,ios,84546,US,136.24.106.5,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackerror,trackdone,False,False,False,1717031566.0,False,2024-05-30 01:14:14+00:00,2024-05-30,1,Thursday,5,2024,84.546,1.4091,Ayra Starr,Commas,Commas
2024-05-30T01:16:52Z,ios,157200,US,136.24.106.5,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717031654.0,False,2024-05-30 01:16:52+00:00,2024-05-30,1,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T01:19:30Z,ios,157200,US,136.24.106.5,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717031812.0,False,2024-05-30 01:19:30+00:00,2024-05-30,1,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T01:22:07Z,ios,157200,US,136.24.106.5,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717031970.0,False,2024-05-30 01:22:07+00:00,2024-05-30,1,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T01:24:45Z,ios,157200,US,136.24.106.5,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717032127.0,False,2024-05-30 01:24:45+00:00,2024-05-30,1,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T01:27:23Z,ios,157200,US,136.24.106.5,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717032285.0,False,2024-05-30 01:27:23+00:00,2024-05-30,1,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T01:30:00Z,ios,157200,US,136.24.106.5,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717032443.0,False,2024-05-30 01:30:00+00:00,2024-05-30,1,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T01:32:38Z,ios,157200,US,136.24.106.5,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717032600.0,False,2024-05-30 01:32:38+00:00,2024-05-30,1,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T01:35:16Z,ios,157200,US,136.24.106.5,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717032758.0,False,2024-05-30 01:35:16+00:00,2024-05-30,1,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T02:30:02Z,ios,157200,US,136.24.106.5,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,clickrow,trackdone,False,False,False,1717036044.0,False,2024-05-30 02:30:02+00:00,2024-05-30,2,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T02:32:39Z,ios,157200,US,136.24.106.5,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717036202.0,False,2024-05-30 02:32:39+00:00,2024-05-30,2,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T02:35:17Z,ios,157200,US,136.24.106.5,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717036359.0,False,2024-05-30 02:35:17+00:00,2024-05-30,2,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T02:37:55Z,ios,157200,US,136.24.106.5,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,trackdone,False,False,False,1717036517.0,False,2024-05-30 02:37:55+00:00,2024-05-30,2,Thursday,5,2024,157.2,2.6199999999999997,Ayra Starr,Commas,Commas
2024-05-30T02:45:48Z,ios,97648,US,136.24.106.5,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,endplay,False,True,False,1717036675.0,False,2024-05-30 02:45:48+00:00,2024-05-30,2,Thursday,5,2024,97.648,1.6274666666666666,Ayra Starr,Commas,Commas
2024-05-30T02:48:46Z,ios,178225,US,136.24.106.5,Bandana,Fireboy DML,Playboy,spotify:track:2qWwuCVeMjF9mUT0S5Iqvl,,,,,,,,clickrow,trackdone,False,False,False,1717037148.0,False,2024-05-30 02:48:46+00:00,2024-05-30,2,Thursday,5,2024,178.225,2.9704166666666665,Fireboy DML,Bandana,Playboy
2024-05-30T02:51:04Z,ios,136132,US,136.24.106.5,Egwu,Chike,Egwu,spotify:track:1IMRi5UVOV77PsAgdWDvzh,,,,,,,,trackdone,trackdone,False,False,False,1717037326.0,False,2024-05-30 02:51:04+00:00,2024-05-30,2,Thursday,5,2024,136.132,2.268866666666667,Chike,Egwu,Egwu
2024-05-30T03:00:06Z,ios,188985,US,136.24.106.5,GWAGWALADA,Bnxn,"Sincerely, Benson",spotify:track:0YeUYYOh25Cn57DKTC8uS4,,,,,,,,trackdone,trackdone,False,False,False,1717037464.0,False,2024-05-30 03:00:06+00:00,2024-05-30,3,Thursday,5,2024,188.985,3.14975,Bnxn,GWAGWALADA,"Sincerely, Benson"
2024-05-30T03:03:44Z,ios,197000,US,136.24.106.5,Kolomental,Victony,Outlaw,spotify:track:3kqE7QmylUIJV3QXC6arrR,,,,,,,,trackdone,trackdone,False,False,False,1717038006.0,False,2024-05-30 03:03:44+00:00,2024-05-30,3,Thursday,5,2024,197.0,3.283333333333333,Victony,Kolomental,Outlaw
2024-05-30T03:13:05Z,ios,169911,US,136.24.106.5,UNAVAILABLE (feat. Musa Keys),Davido,Timeless,spotify:track:2kaH2Z8ezDUKf6fNw250rZ,,,,,,,,trackdone,trackdone,False,False,False,1717038224.0,False,2024-05-30 03:13:05+00:00,2024-05-30,3,Thursday,5,2024,169.911,2.83185,Davido,UNAVAILABLE (feat. Musa Keys),Timeless
2024-05-30T03:16:29Z,ios,86925,US,136.24.106.5,Bloody Samaritan,Ayra Starr,19 & Dangerous,spotify:track:1OoPhcM78evXIxjmSzCnmf,,,,,,,,trackdone,backbtn,False,True,False,1717038785.0,False,2024-05-30 03:16:29+00:00,2024-05-30,3,Thursday,5,2024,86.925,1.44875,Ayra Starr,Bloody Samaritan,19 & Dangerous
2024-05-30T03:19:46Z,ios,197000,US,136.24.106.5,Kolomental,Victony,Outlaw,spotify:track:3kqE7QmylUIJV3QXC6arrR,,,,,,,,backbtn,trackdone,False,False,False,1717038990.0,False,2024-05-30 03:19:46+00:00,2024-05-30,3,Thursday,5,2024,197.0,3.283333333333333,Victony,Kolomental,Outlaw
2024-05-30T03:22:37Z,ios,169911,US,136.24.106.5,UNAVAILABLE (feat. Musa Keys),Davido,Timeless,spotify:track:2kaH2Z8ezDUKf6fNw250rZ,,,,,,,,trackdone,trackdone,False,False,False,1717039186.0,False,2024-05-30 03:22:37+00:00,2024-05-30,3,Thursday,5,2024,169.911,2.83185,Davido,UNAVAILABLE (feat. Musa Keys),Timeless
2024-05-30T03:26:10Z,ios,182857,US,136.24.106.5,Soweto (with Omah Lay & Tempoe),Victony,Soweto (with Omah Lay & Tempoe),spotify:track:5bKxwhNieD3qoGmwkoM4Vk,,,,,,,,fwdbtn,trackdone,False,False,False,1717039388.0,False,2024-05-30 03:26:10+00:00,2024-05-30,3,Thursday,5,2024,182.857,3.047616666666667,Victony,Soweto (with Omah Lay & Tempoe),Soweto (with Omah Lay & Tempoe)
2024-05-30T04:05:32Z,ios,50931,US,12.20.83.2,Commas,Ayra Starr,Commas,spotify:track:3JozQbIWMHBTKIghXKehVy,,,,,,,,trackdone,endplay,False,True,False,1716961594.0,False,2024-05-30 04:05:32+00:00,2024-05-30,4,Thursday,5,2024,50.931,0.84885,Ayra Starr,Commas,Commas
2024-05-30T04:11:34Z,ios,362022,US,12.20.83.2,7 Years,Lukas Graham,Lukas Graham,spotify:track:5kqIPrATaCc2LqxVWzQGbk,,,,,,,,clickrow,endplay,False,True,False,1717041932.0,False,2024-05-30 04:11:34+00:00,2024-05-30,4,Thursday,5,2024,362.022,6.0337,Lukas Graham,7 Years,Lukas Graham
